band	soil
2068	0.4168914
2069	0.4170327
2070	0.417174
2071	0.4172865
2072	0.417399
2073	0.4175115
2074	0.417624
2075	0.4177365
2076	0.417849
2077	0.4179615
2078	0.418074
2079	0.4181865
2080	0.418299
2081	0.4183907
2082	0.4184824
2083	0.4185741
2084	0.4186658
2085	0.4187575
2086	0.4188492
2087	0.4189409
2088	0.4190326
2089	0.4191243
2090	0.419216
2091	0.4192963
2092	0.4193766
2093	0.4194569
2094	0.4195372
2095	0.4196175
2096	0.4196978
2097	0.4197781
2098	0.4198584
2099	0.4199387
2100	0.420019
2101	0.4200615
2102	0.420104
2103	0.4201465
2104	0.420189
2105	0.4202315
2106	0.420274
2107	0.4203165
2108	0.420359
2109	0.4204015
2110	0.420444
2111	0.4205538
2112	0.4206636
2113	0.4207734
2114	0.4208832
2115	0.420993
2116	0.4211028
2117	0.4212126
2118	0.4213224
2119	0.4214322
2120	0.421542
2121	0.4215484
2122	0.4215548
2123	0.4215612
2124	0.4215676
2125	0.421574
2126	0.4215804
2127	0.4215868
2128	0.4215932
2129	0.4215996
2130	0.421606
2131	0.421289
2132	0.420972
2133	0.420655
2134	0.420338
2135	0.420021
2136	0.419704
2137	0.419387
2138	0.41907
2139	0.418753
2140	0.418436
2141	0.4177238
2142	0.4170116
2143	0.4162994
2144	0.4155872
2145	0.414875
2146	0.4141628
2147	0.4134506
2148	0.4127384
2149	0.4120262
2150	0.411314
2151	0.4105517
2152	0.4097894
2153	0.4090271
2154	0.4082648
2155	0.4075025
2156	0.4067402
2157	0.4059779
2158	0.4052156
2159	0.4044533
2160	0.403691
2161	0.4031339
2162	0.4025768
2163	0.4020197
2164	0.4014626
2165	0.4009055
2166	0.4003484
2167	0.3997913
2168	0.3992342
2169	0.3986771
2170	0.39812
2171	0.3976584
2172	0.3971968
2173	0.3967352
2174	0.3962736
2175	0.395812
2176	0.3953504
2177	0.3948888
2178	0.3944272
2179	0.3939656
2180	0.393504
2181	0.3929995
2182	0.392495
2183	0.3919905
2184	0.391486
2185	0.3909815
2186	0.390477
2187	0.3899725
2188	0.389468
2189	0.3889635
2190	0.388459
2191	0.3876556
2192	0.3868522
2193	0.3860488
2194	0.3852454
2195	0.384442
2196	0.3836386
2197	0.3828352
2198	0.3820318
2199	0.3812284
2200	0.380425
2201	0.3803025
2202	0.38018
2203	0.3800575
2204	0.379935
2205	0.3798125
2206	0.37969
2207	0.3795675
2208	0.379445
2209	0.3793225
2210	0.3792
2211	0.3805933
2212	0.3819866
2213	0.3833799
2214	0.3847732
2215	0.3861665
2216	0.3875598
2217	0.3889531
2218	0.3903464
2219	0.3917397
2220	0.393133
2221	0.3936094
2222	0.3940858
2223	0.3945622
2224	0.3950386
2225	0.395515
2226	0.3959914
2227	0.3964678
2228	0.3969442
2229	0.3974206
2230	0.397897
2231	0.3978711
2232	0.3978452
2233	0.3978193
2234	0.3977934
2235	0.3977675
2236	0.3977416
2237	0.3977157
2238	0.3976898
2239	0.3976639
2240	0.397638
2241	0.3975838
2242	0.3975296
2243	0.3974754
2244	0.3974212
2245	0.397367
2246	0.3973128
2247	0.3972586
2248	0.3972044
2249	0.3971502
2250	0.397096
2251	0.3970001
2252	0.3969042
2253	0.3968083
2254	0.3967124
2255	0.3966165
2256	0.3965206
2257	0.3964247
2258	0.3963288
2259	0.3962329
2260	0.396137
2261	0.3959892
2262	0.3958414
2263	0.3956936
2264	0.3955458
2265	0.395398
2266	0.3952502
2267	0.3951024
2268	0.3949546
2269	0.3948068
2270	0.394659
2271	0.3944637
2272	0.3942684
2273	0.3940731
2274	0.3938778
2275	0.3936825
2276	0.3934872
2277	0.3932919
2278	0.3930966
2279	0.3929013
2280	0.392706
2281	0.3924468
2282	0.3921876
2283	0.3919284
2284	0.3916692
2285	0.39141
2286	0.3911508
2287	0.3908916
2288	0.3906324
2289	0.3903732
2290	0.390114
2291	0.3898123
2292	0.3895106
2293	0.3892089
2294	0.3889072
2295	0.3886055
2296	0.3883038
2297	0.3880021
2298	0.3877004
2299	0.3873987
2300	0.387097
2301	0.3867808
2302	0.3864646
2303	0.3861484
2304	0.3858322
2305	0.385516
2306	0.3851998
2307	0.3848836
2308	0.3845674
2309	0.3842512
2310	0.383935
2311	0.3837969
2312	0.3836588
2313	0.3835207
2314	0.3833826
2315	0.3832445
2316	0.3831064
2317	0.3829683
2318	0.3828302
2319	0.3826921
2320	0.382554
2321	0.3824313
2322	0.3823086
2323	0.3821859
2324	0.3820632
2325	0.3819405
2326	0.3818178
2327	0.3816951
2328	0.3815724
2329	0.3814497
2330	0.381327
2331	0.3810915
2332	0.380856
2333	0.3806205
2334	0.380385
2335	0.3801495
2336	0.379914
2337	0.3796785
2338	0.379443
2339	0.3792075
2340	0.378972
2341	0.3786126
2342	0.3782532
2343	0.3778938
2344	0.3775344
2345	0.377175
2346	0.3768156
2347	0.3764562
2348	0.3760968
2349	0.3757374
2350	0.375378
2351	0.3752361
2352	0.3750942
2353	0.3749523
2354	0.3748104
2355	0.3746685
2356	0.3745266
2357	0.3743847
2358	0.3742428
2359	0.3741009
2360	0.373959
2361	0.3737903
2362	0.3736216
2363	0.3734529
2364	0.3732842
2365	0.3731155
2366	0.3729468
2367	0.3727781
2368	0.3726094
2369	0.3724407
2370	0.372272
2371	0.3719298
2372	0.3715876
2373	0.3712454
2374	0.3709032
2375	0.370561
2376	0.3702188
2377	0.3698766
2378	0.3695344
2379	0.3691922
2380	0.36885
2381	0.3686982
2382	0.3685464
2383	0.3683946
2384	0.3682428
2385	0.368091
2386	0.3679392
2387	0.3677874
2388	0.3676356
2389	0.3674838
2390	0.367332
2391	0.3673008
2392	0.3672696
2393	0.3672384
2394	0.3672072
2395	0.367176
2396	0.3671448
2397	0.3671136
2398	0.3670824
2399	0.3670512
2400	0.36702
2401	0.3668193
2402	0.3666186
2403	0.3664179
2404	0.3662172
2405	0.3660165
2406	0.3658158
2407	0.3656151
2408	0.3654144
2409	0.3652137
2410	0.365013
2411	0.3646324
2412	0.3642518
2413	0.3638712
2414	0.3634906
2415	0.36311
2416	0.3627294
2417	0.3623488
2418	0.3619682
2419	0.3615876
2420	0.361207
2421	0.3607011
2422	0.3601952
2423	0.3596893
2424	0.3591834
2425	0.3586775
2426	0.3581716
2427	0.3576657
2428	0.3571598
2429	0.3566539
2430	0.356148
2431	0.3556224
2432	0.3550968
2433	0.3545712
2434	0.3540456
2435	0.35352
2436	0.3529944
2437	0.3524688
2438	0.3519432
2439	0.3514176
2440	0.350892
2441	0.3504989
2442	0.3501058
2443	0.3497127
2444	0.3493196
2445	0.3489265
2446	0.3485334
2447	0.3481403
2448	0.3477472
2449	0.3473541
2450	0.346961
2451	0.346643
2452	0.346325
2453	0.346007
2454	0.345689
2455	0.345371
2456	0.345053
2457	0.344735
2458	0.344417
2459	0.344099
2460	0.343781
2461	0.3435079
2462	0.3432348
2463	0.3429617
2464	0.3426886
2465	0.3424155
2466	0.3421424
2467	0.3418693
2468	0.3415962
2469	0.3413231
2470	0.34105
2471	0.3408374
2472	0.3406248
2473	0.3404122
2474	0.3401996
2475	0.339987
2476	0.3397744
2477	0.3395618
2478	0.3393492
2479	0.3391366
2480	0.338924
2481	0.3388029
2482	0.3386818
2483	0.3385607
2484	0.3384396
2485	0.3383185
2486	0.3381974
2487	0.3380763
2488	0.3379552
2489	0.3378341
2490	0.337713
2491	0.337793
2492	0.337873
2493	0.337953
2494	0.338033
2495	0.338113
2496	0.338193
2497	0.338273
2498	0.338353
2499	0.338433
2500	0.338513
